Date,Text,Retweets,Likes
2013-04-05 15:38,Happy Friday.pic.twitter.com/i5fKyi17dS,6729,6161
2013-04-06 09:39,A rising thriving middle class. That’s our North Star. That must drive every decision we make.http://OFA.BO/BC4phY ,722,442
2013-04-08 07:06,"Gabby Giffords: ""Congress must pass background checks now—to put us on the road to a safer country."" http://OFA.BO/JvS35X  #DemandAction",503,240
2013-04-08 07:34,She stands as an example to our daughters that there is no glass ceiling that can’t be shattered. —Obama on Margaret Thatcher's passing,9880,2637
2013-04-08 08:50,I can’t remember a time when this many Americans spoke with such a united voice in favor of anything. http://OFA.BO/9DtsXp  #DemandAction,640,327
2013-04-08 10:31,Closing background check loopholes will save lives—and it's time for Congress to act. #DemandActionpic.twitter.com/uRyIWDA5rb,683,339
2013-04-08 11:22,RT if you're one of the 92% of Americans who want Congress to close background check loopholes for all gun sales:pic.twitter.com/DoD93gKbmb,2658,507
2013-04-08 12:41,Tell Congress: Help protect our kids by closing background check loopholes for all gun sales. http://OFA.BO/dL5VUY  #DemandAction,529,223
2013-04-08 14:47,Watch live: President Obama speaks in Connecticut about why Congress needs to act to reduce gun violence.http://wh.gov/live ,308,151
2013-04-08 14:50,"Obama: ""I know many of you in Newtown wondered if the rest of us would live up to the promise we made in those dark days—if we’d change.""",333,199
2013-04-08 14:53,"President Obama: ""Newtown we want you to know that we’re here with you. We will not walk away from the promises we’ve made."" #DemandAction",732,360
2013-04-08 15:01,"President Obama: ""Congress is only going to act if they hear from you—the American people."" #DemandActionpic.twitter.com/DOMTxo63Ad",674,414
2013-04-08 15:03,"President Obama: ""We have to tell Congress it’s time to require a background check for anyone who wants to buy a gun."" #DemandAction",953,383
2013-04-08 15:07,"Obama: ""90% of Americans support universal background checks ... How often do 90% of Americans agree on anything?""pic.twitter.com/ioN96V2xUP",1758,723
2013-04-08 15:12,"President Obama: ""It’s up to all of us—the people—to stand up to those who say we can’t and stand up for the change we need."" #DemandAction",900,353
2013-04-08 15:19,If there's just one thing we can do to keep one father from having to bury his child—isn't that worth fighting for? —President Obama in CT,1290,540
2013-04-08 15:29,"Obama: ""Let’s do the right thing. Let’s do right by our kids. Let's do right by these families. Let’s get this done."" #DemandAction",1048,419
2013-04-08 16:06,RT if you agree: Every family that has lost loved ones to gun violence deserves a vote. #NowIsTheTimepic.twitter.com/XDWQMKn8Cd,2809,792
2013-04-09 08:05,Determined as ever to reduce gun violence. #NowIsTheTimepic.twitter.com/RCH27hxKEL,979,644
2013-04-09 09:19,Hey Congress: Get #ImmigrationReform done. — @JulianCastro: http://OFA.BO/FGJzTP ,474,238
2013-04-09 09:53,RT if you agree: All of our daughters deserve to earn equal pay for equal work. #EqualPayDaypic.twitter.com/iv5fFI0sVQ,4236,1259
2013-04-09 10:46,Immigration is more than a political issue. It’s who we are. http://OFA.BO/37phbe  #ImmigrationReform,1034,462
2013-04-09 11:50,Add your name if you're ready to help President Obama fight to fix our broken immigration system: http://OFA.BO/qGF6nA  #ImmigrationReform,459,286
2013-04-09 12:27,Breaking: Congress is hearing the voices of the 92% of Americans who support background checks for all gun sales.http://OFA.BO/bCYXXz ,712,317
2013-04-10 15:26,"We do deserve a vote.” —Jillian Soto sister of Victoria Soto a first-grade teacher killed in Newtown https://twitter.com/BarackObama/status/322113384717897728/photo/1pic.twitter.com/jAc1wFIPaD ,https://twitter.com/BarackObama/status/322113384717897728,905,869,
2013/04/10_14:11,https://twitter.com/BarackObama,“I’m going to keep asking the American people to stand up and raise their voices because these measures deserve a vote.” —President Obama,https://twitter.com/BarackObama/status/322094585654427648,951,513,
2013/04/10_14:10,https://twitter.com/BarackObama,Obama: “I applaud Senators Manchin and Toomey for their leadership on forging a bipartisan agreement around common-sense background checks.”,https://twitter.com/BarackObama/status/322094273812107264,536,305,
2013/04/10_11:56,https://twitter.com/BarackObama,Watch live: First Lady Michelle Obama speaks about youth violence and guns in Chicago.http://ofa.bo/fcrHqg ,https://twitter.com/BarackObama/status/322060443210375168,432,267,
2013/04/09_16:44,https://twitter.com/BarackObama,RT if you agree: All our kids deserve a vote to reduce gun violence—and #NowIsTheTime for Congress to act.pic.twitter.com/IkAzVC6PyG,https://twitter.com/BarackObama/status/321770744445034496,3056,1027,https://pbs.twimg.com/media/BHcoyYoCYAE4vS5.jpg
2013/04/09_13:24,https://twitter.com/BarackObama,Congress is going to only act if they hear from you—the American people."" http://OFA.BO/QYW2b3  #NowIsTheTime",430,228
2013-04-11 08:45,Breaking: The Senate defeats a filibuster and votes to begin debate on common-sense steps to reduce gun violence. #NowIsTheTime,1226,591
2013-04-11 10:18,Today’s vote in the Senate is just the first step—and @OFA volunteers are continuing to make their voices heard. #NowIsTheTime,453,253
2013-04-11 14:54,RT if you agree: It's time to stop the denial on climate change.pic.twitter.com/Q6JarHmCF0,5452,1191
2013-04-12 11:08,RT if you agree: We've waited long enough for immigration reform.pic.twitter.com/5x0sR1L0JM,2713,1251
2013-04-13 08:39,Why President Obama is not giving the weekly address today:http://OFA.BO/xpMr7w ,541,314
2013-04-14 10:08,We have not forgotten.pic.twitter.com/CqtGuCxaAY,14671,1206
2013-04-15 10:00,Are you in? MT @OFA: Tomorrow we kick off the first National Call Day for gun violence prevention. http://OFA.BO/6LidEn  #CallForAction,498,289
2013-04-15 15:27,On days like this there are no Republicans or Democrats—we are Americans united in concern for our fellow citizens. —President Obama,24425,8044
2013-04-15 15:27,Michelle and I send our deepest thoughts and prayers to the families of the victims in the wake of this senseless loss. —President Obama,8152,3155
2013-04-15 15:28,All Americans stand with the people of Boston. —President Obama,25030,7618
2013-04-16 10:40,The American people refuse to be terrorized. —President Obama,2775,1101
2013-04-16 10:41,If you want to know who we are what America is how we respond to evil—that’s it. Selflessly. Compassionately. Unafraid. —President Obama,5174,2131
2013-04-16 10:41,What the world saw yesterday in the aftermath of the explosions were stories of heroism & kindness generosity & love. —President Obama,3353,1287
2013-04-17 06:31,Now is the time to act: http://OFA.BO/qmVD7k  RT @OFA: Senate expected to vote today on background checks for gun sales. #CallForAction,670,338
2013-04-17 08:50,If you want Congress to pass a bill to reduce gun violence you have to speak up—call your senators now: http://OFA.BO/vJH5Cz  #NowIsTheTime,1053,354
2013-04-17 12:12,RT if you agree: I am one of the 92% of Americans who support background checks for gun sales. #NowIsTheTime,28240,3279
2013-04-17 14:34,Watch live: President Obama speaks on today's Senate votes on gun violence prevention. http://OFA.BO/hs5ZeT ,514,261
2013-04-17 15:27,This was a pretty shameful day for Washington. But this effort isn’t over… I see this as just round one. —President Obama,4463,1579
2013-04-17 15:28,Sooner or later we are going to get this right. The memories of these children demand it. And so do the American people. —President Obama,4431,1662
2013-04-17 15:28,I want to make it clear to the American people that we can still bring about meaningful changes that reduce gun violence. —President Obama,2071,938
2013-04-18 08:00,Watch live: President Obama speaks at an interfaith service in Boston for the victims of Monday's bombing.http://www.whitehouse.gov/live ,629,312
2013-04-18 09:16,“Every one of us stands with you. It’s our beloved city too.” —President Obama speaking at the interfaith service in Boston,1714,822
2013-04-18 09:28,“We may be momentarily knocked off our feet but we will pick ourselves up. We will keep going. We will finish the race.” —President Obama,6005,2319
2013-04-18 12:05,Add your name right now to keep fighting - for Newtown and countless other communities torn apart by gun violence:http://ofa.bo/jMmmq2 ,1166,488
2013-04-18 16:36,". @GabbyGiffords: ""On Wednesday a minority of senators gave into fear.""http://OFA.BO/5PZWoo ",1158,705
2013-04-20 08:36,The world has witnessed one sure and steadfast truth: Americans refuse to be terrorized. —President Obamahttp://OFA.BO/cxjEy6 ,2450,1062
2013-04-20 11:27,Americans today are showing senators they're not done fighting to prevent gun violence. Join in: http://OFA.BO/r1DBsa  #WeWillBeHeard,1350,712
2013-04-22 10:37,The earth is what we all have in common. — Wendell Berry #EarthDaypic.twitter.com/V68DSWWRIM,5520,2822
2013-04-22 13:34,Washington can't get away with ignoring 90% of the country on gun violence prevention. Say you'll keep fighting:http://OFA.BO/trSZWT ,1495,667
2013-04-23 09:58,Retweet this if you think now is the time for comprehensive #ImmigrationReform.,5042,882
2013-04-24 12:06,OFA supporters in Arizona made sure their voices were heard this weekend and were joined by an unexpected guest:http://OFA.BO/c7pLXk ,335,270
2013-04-25 07:33,Video: Climate deniers in Congress saying ridiculous things: http://OFA.BO/EgU96n  Say you'll hold them accountable.,934,393
2013-04-25 10:37,Climate deniers in Congress refuse to even debate the issue. Make sure they don't get away with it:http://OFA.BO/EgU96n ,913,348
2013-04-25 14:29,Tell climate deniers in Congress to stop ignoring the overwhelming science on climate change. http://OFA.BO/EgU96n pic.twitter.com/9qZhbQlRPA,2146,950
2013-04-26 10:43,What happens when a senator votes with 90 percent of Americans to prevent gun violence: http://OFA.BO/c7pLXk pic.twitter.com/jzOmEWevrE,1369,1016
2013-04-27 08:11,Congress should find the same sense of urgency to help families as they did to help themselves. http://OFA.BO/6qAkqe  #sequester,1355,561
2013-04-27 14:33,TONIGHT: President Obama at the White House Correspondents' Dinner hosted by @ConanOBrien. Watch live at 9:45 ET:http://OFA.BO/xVbR8V ,749,419
2013-04-28 15:06,Watch the full video of President Obama at the White House Correspondents' Dinner: http://OFA.BO/HuLETr ,1449,1027
2013-04-29 11:39,. @OFA will deliver this petition to Congress demanding common-sense gun violence prevention. Add your name now: http://OFA.BO/s9x6FH ,452,234
2013-04-29 13:27,Add your name now -- http://OFA.BO/s9x6FH  Common-sense gun violence prevention won't happen unless Congress hears our voices.,680,314
2013-04-30 09:03,Sign the petition demanding Congress take action to expand background checks for gun sales now: http://OFA.BO/s9x6FH ,805,337
2013-04-30 10:55,Retweet if you are proud that immigration is a part of our nation's heritage.pic.twitter.com/ipHHyrRDkH,6694,2266
2013-04-30 13:16,Congress needs to hear support for expanding background checks for gun sales. Add your name to this petition today:http://OFA.BO/s9x6FH ,1096,347
2013-05-01 09:27,Congress needs to know you're not giving up on common-sense gun violence prevention. Sign this petition: http://OFA.BO/1Cc8d4 ,675,293
2013-05-01 12:44,It's Wednesday. Need a hug?pic.twitter.com/DyQtVrZB4S,7568,6257
2013-05-02 11:04,The senators who voted against background checks for gun sales want you to forget. Show them you won't: http://OFA.BO/KB9gVD ,941,395
2013-05-02 16:34,600000 Americans have signed this petition to Congress demanding action to prevent gun violence. Add your name: http://OFA.BO/KB9gVD ,1289,549
2013-05-03 10:38,The economy added 176000 jobs in April continuing 38 straight months of job growth. But there is still work to do.pic.twitter.com/0vZpWVZbqG,1293,691
2013-05-03 10:57,Today's jobs report is a reminder: We can't afford self-inflicted wounds on the economy. Time to end the #sequester with a balanced approach,708,372
2013-05-03 13:16,Welcome to Twitter @BillClinton & @WarrenBuffett. #FF,2777,1462
2013-05-04 09:11,#ImmigrationReform will strengthen our security and our economy. And it can finally become a reality this year.http://OFA.BO/JXwBz2 ,1606,933
2013-05-04 11:28,More than 750000 Americans have signed this petition demanding background checks for gun sales. Add your name -- http://OFA.BO/r2ZeTT ,1237,453
2013-05-04 14:20,Together our voices are powerful enough to make Congress act.—Ronnie whose friend Greg died by gunfire in Chicago. http://OFA.BO/B5YHzM ,825,449
2013-05-06 10:34,. @OFA's petition demanding background checks for gun sales will be printed and delivered this week. Add your name: http://OFA.BO/BuJeCe ,399,202
2013-05-06 11:38,Tell Congress now is the time for background checks for gun sales: http://OFA.BO/XDxChK  Add your name by midnight tonight.,665,276
2013-05-06 13:26,Explore how @OFA supporters are driving the narrative on gun violence prevention: http://OFA.BO/gZrwwk ,268,174
2013-05-06 14:18,Six months ago today we made history. And we're not done yet.pic.twitter.com/MqiVrrTXso,1678,1855
2013-05-06 17:20,Please retweet: Add your name to @OFA's petition on gun violence prevention before midnight: http://OFA.BO/Lyko4y ,2437,391
2013-05-06 19:42,The deadline to add your name is midnight tonight: http://OFA.BO/mb1BRA  Demand Congress act to reduce gun violence now.,907,334
2013-05-07 11:41,More than 1.4 million Americans signed our petition demanding expanded background checks for gun sales—by far the most in @OFA history.,888,456
2013-05-07 14:28,1.4 million people say the fight for common-sense gun violence prevention is not over. It's time Congress listened. https://twitter.com/BarackObama/status/331883178124013568/photo/1pic.twitter.com/VSylr4SP8K ,1288,799
2013-05-07 16:38,Want to see the impact of @OFA supporters on gun violence prevention? Check out this map of local press coverage. http://OFA.BO/1tQoD6 ,327,190
2013-05-07 16:58,On Thursday @OFA will deliver to Congress the signatures of 1.4 million Americans who want expanded background checks for gun sales.,782,406
2013-05-08 11:39,Retweet if you agree: It's time for Congress to stop denying the science on #climatechange.,8368,1296
2013-05-08 14:39,Stronger vibrant prosperous. #ImmigrationReformpic.twitter.com/hGL0igwCzt,1524,1088
2013-05-09 06:48,This is big: @OFA volunteers are about to deliver 1.4 million signatures to Congress demanding expanded background checks for gun sales.,656,399
2013-05-09 07:34,Follow @OFA today for more coverage of the gun violence petition delivery to Congress. #NotBackingDown #EarlyFF,386,230
2013-05-09 12:45,Retweet to tell climate deniers in Congress: #YouWillNotBeTakenSeriouslyIf you keep ignoring the science on climate change.,3365,703
2013-05-10 09:20,Want more proof that @OFA volunteers make an impact? See how they're #NotBackingDown on gun violence prevention: http://OFA.BO/SpUGFk ,329,221
2013-05-10 13:14,What's the most embarrassing claim climate deniers in Congress have used to brush off science? Take your pick.pic.twitter.com/8E1UcDa0R9,1635,830
2013-05-10 17:00,Two heads are better than one. #sciencepic.twitter.com/QA0cbU5YDw,1248,1086
2013-05-11 07:43,I saw my senator walking up the stairs right in front of us... Pam's #NotBackingDown on gun violence prevention: http://OFA.BO/fRqfsz ,480,293
2013-05-11 12:29,Report: Social Security will be strengthened by #ImmigrationReform over the long-term.http://OFA.BO/4NrWjT ,524,335
2013-05-12 11:36,Happy Mother's Day -- Show your favorite moms some love.pic.twitter.com/hZ9sIBDFjJ,3015,2772
2013-05-13 07:26,. @SocialSecurity says #ImmigrationReform will add 3.2 million jobs and boost GDP by 1.6 percent over 10 years.http://OFA.BO/sxwi43 ,765,427
2013-05-13 09:43,"RT if you agree: ""If you are a citizen you shouldn’t have to wait years before your family is able to join you in America.""—President Obama",3314,925
2013-05-14 10:33,Join the @MarchForInnov -- tell Congress #ImmigrationReform will support innovation and create jobs: http://OFA.BO/TirrE5 ,476,226
2013-05-14 14:30,Streamlining legal #immigration will foster innovation create jobs and keep families together. It's time.pic.twitter.com/q9fQWhuWPR,1232,824
2013-05-15 09:18,This week #SecKerry meets with the Arctic Council to discuss climate change. Read his take on America's role: http://OFA.BO/FzHf4Q ,437,288
2013-05-15 10:16,Facing an 8-year green card backlog this @wharton grad has no choice but to take her business skills abroad: http://OFA.BO/47cuDX  #iMarch,398,186
2013-05-15 13:36,Seven senators blocking #Gina4EPA are also climate deniers. Fed up? Call them out:http://OFA.BO/KnJqB8 ,616,259
2013-05-16 10:48,Ninety-seven percent of scientists agree: #climate change is real man-made and dangerous. Read more: http://OFA.BO/gJsdFp ,2349,706
2013-05-16 16:14,Pakistani tech entrepreneur Faizan is a perfect example of why we need #ImmigrationReform. Watch the video: http://OFA.BO/NmDArD ,1186,547
2013-05-17 09:29,Retweet if you believe in the importance of early childhood education.pic.twitter.com/BOIwKsK7cn,7012,1545
2013-05-17 11:02,Faizan wants to build an innovative tech startup. Our broken #immigration system is standing in his way. Watch now: http://OFA.BO/vGG6SD ,502,253
2013-05-17 12:03,While many in Congress continue to deny the science on #climate change Alaska's Columbia Glacier continues to melt:http://OFA.BO/2eVzRH ,889,391
2013-05-17 13:01,It’s up to you and all the people across the country to tell the people in Washington focus on getting stuff done.—President Obama,1262,593
2013-05-18 07:41,Weekly Address: A rising thriving middle class is the true engine of economic growth.http://OFA.BO/bCkeZm ,791,441
2013-05-18 11:00,"Hurricane season furloughs ""could have a detrimental effect on everybody's public safety."" Read more: http://OFA.BO/Sqr1pV  #sequester",700,410
2013-05-20 08:57,Conservative think tank estimates #ImmigrationReform would save $410 billion over 10 years: http://OFA.BO/gqfN6x  Let's get it done.,817,414
2013-05-20 11:13,Some members of Congress still won't listen to the scientific consensus on #climate change. Call these deniers out: http://OFA.BO/3j7EhL ,901,342
2013-05-20 14:32,Tell Congress to act now to fix our #immigration system. Sign up for the @MarchforInnov this week: http://OFA.BO/uz1ovm ,551,303
2013-05-21 07:22,Our prayers are with the people of Oklahoma today.—President Obama,4608,1451
2013-05-21 07:49,Help the families devastated by tornadoes in Oklahoma this morning by supporting the efforts of the @RedCross:http://OFA.BO/cRCFc8 ,1982,611
2013-05-21 11:12,Tell Congress to act now to fix our #immigration system. Sign up for the @MarchforInnov this week: http://OFA.BO/LzDdp8 ,446,227
2013-05-21 14:17,Join the @MarchforInnov to let Congress know that you support #ImmigrationReform to fuel American innovation: http://OFA.BO/LzDdp8 ,517,259
2013-05-21 19:36,Tell Congress to seize this moment and get comprehensive #ImmigrationReform passed. Join us this week: http://OFA.BO/LzDdp8 ,773,387
2013-05-22 06:08,There's a huge virtual march for #ImmigrationReform today. Tweet the Senate to be a part of it: http://OFA.BO/oCnM3U  #MarchForInnovation,743,250
2013-05-22 07:11,How can you help pass comprehensive #ImmigrationReform? Join the #iMarch and tweet your senators today: http://OFA.BO/8qGUf5 ,903,315
2013-05-22 09:07,Tell Congress we need smart #immigration reform to attract & keep talent in the US. Add your voice here: http://thndr.it/ZmSNwb  #iMarch,995,421
2013-05-22 10:09,Last night Democrats and Republicans came together to send an #ImmigrationReform bill to the Senate floor. Time to finish the job. #iMarch,978,536
2013-05-22 11:07,FACT: Immigrant-owned businesses generated $775 billion in revenue for the economy in 2011. (via @renewoureconomy) #iMarch,1141,404
2013-05-22 13:35,If you're in for the #iMarch for #ImmigrationReform tweet your senators now and tell them to get it done: http://OFA.BO/brbvSt ,692,275
2013-05-22 15:33,FACT: Over 40% of Fortune 500 companies were founded by an immigrant or child of an immigrant. (via @MarchforInnov) #iMarch,2471,730
2013-05-23 07:22,FACT: Immigrants start over 25% of all businesses in 7 out of the 8 fastest-growing sectors of our economy. (via @renewoureconomy) #iMarch,1209,454
2013-05-23 07:59,Don't miss @JonCarsonOFA's #iMarch town hall starting now. Tweet him your questions about how #OFA is fighting for #ImmigrationReform.,344,201
2013-05-23 15:13,Tell your senators: The time for comprehensive #ImmigrationReform that fuels innovation is now. http://OFA.BO/uQVGmS  #iMarch,683,291
2013-05-24 07:21,Hold your representatives in Congress accountable. Call out #climate change deniers in the House and Senate today: http://OFA.BO/3j7EhL ,729,392
2013-05-24 09:03,This weekend show our men and women in uniform some appreciation. #MemorialDaypic.twitter.com/qRRP8l7qdA,2100,1540
2013-05-25 08:22,They are heroes each and every one. —President Obama pays tribute to our men and women in uniform in his weekly address. #MemorialDay,1947,841
2013-05-25 10:01,Ready for summer?pic.twitter.com/0Qi9jAXo6B,3348,4634
2013-05-26 14:52,When we say that we've got your back I promise you we keep our word. — President Obama in #Moore OK today,1548,919
2013-05-26 19:26,Oklahomans have inspired us with their love and their courage and their fellowship. —President Obama in #Moore today,1734,846
2013-05-27 16:10,Retweet this: Let's honor our fallen troops this #MemorialDay.pic.twitter.com/Bra4jtvJ8h,7476,2535
2013-05-28 11:36,"Retweet this: ""The Jersey Shore is back and open for business."" —President Obama #STTS",2378,550
2013-05-28 13:24,#ImmigrationReform will be good for families and good for the economy. Let's get it done. http://OFA.BO/Bdkt5S ,1020,526
2013-05-28 14:37,Members of Congress from 40 states refuse to accept the science on #climate change. Call them out here: http://OFA.BO/A38U69 ,1066,350
2013-05-28 16:13,Our nation needs comprehensive immigration reform. — @SenDeanHeller Republican from Nevada. Read his full op-ed: http://OFA.BO/bWrUjs ,761,420
2013-05-29 07:13,Add your voice to the fight for comprehensive #ImmigrationReform today: http://OFA.BO/4yeSGN ,485,264
2013-05-29 10:07,The #sequester is slowing the pace of medical research delaying the discovery of cures and treatments. Read more:http://OFA.BO/HJzKBF ,511,209
2013-05-29 11:45,No president can do it alone. Read President Obama's note to @OFA supporters then say you're in: http://OFA.BO/YfaW48 ,443,253
2013-05-29 13:20,Suits and ties. h/t @jtimberlakepic.twitter.com/CtmkSbQTBu,18849,15854
2013-05-29 14:57,The time is now for comprehensive #ImmigrationReform. Keep up the momentum:http://OFA.BO/MUEWG8 ,639,350
2013-05-30 08:01,I don’t have much patience for people who deny climate change. —President Obama,4836,2381
2013-05-30 11:00,America's national parks have scaled back services due to #sequester budget cuts. Hear more:http://OFA.BO/QAa8n4 ,426,253
2013-05-30 15:17,The time has come for common-sense comprehensive immigration reform. —President Obama. Show your support:http://OFA.BO/Bp4n7r ,810,407
2013-05-31 07:57,Anyone with student loan debt needs to see this video: http://OFA.BO/MpThyT  Watch and share it with friends. #DontDoubleMyRate,1531,659
2013-05-31 08:45,We cannot price the middle class... out of a college education. —President Obama #DontDoubleMyRate,1943,921
2013-05-31 10:03,Higher education cannot be a luxury for a privileged few. —President Obama #DontDoubleMyRate,2632,932
2013-05-31 11:25,#FF: @audubonsociety,660,567
2013-05-31 12:26,RT if you agree that 7 million students who rely on Stafford loans to finance their education shouldn’t face higher debt. #DontDoubleMyRate,5169,808
2013-05-31 14:32,If increased student loan rates will affect you make sure Congress hears about it. Tweet #DontDoubleMyRate now.pic.twitter.com/shqkLuD9v7,3122,1222
2013-06-01 08:18,VIDEO: Go behind the scenes with @OFA and see how volunteers are making a difference. Watch: http://OFA.BO/ZMA18E  #OFAction,299,206
2013-06-01 11:26,Happy LGBT Pride Month. Look at how far we've come this year in the fight for #MarriageEquality.pic.twitter.com/6WHLpmUMjr,6123,3462
2013-06-01 14:24,“Change comes about because people are activated people are involved.” —President Obama. Get involved today:http://OFA.BO/ZMA18E ,1316,590
2013-06-03 07:25,We want to let people living with mental health challenges know that they are not alone.—President Obama #MentalHealthMatters,2431,1204
2013-06-03 10:22,"On the passing of Senator Lautenberg: ""He improved the lives of countless Americans.""—President Obama",436,268
2013-06-03 13:06,If you have student loans tweet #DontDoubleMyRate today and let Congress know how the upcoming rate hike would affect you.,4779,775
2013-06-03 14:46,FACT: With #Obamacare & other efforts mental health benefits are being expanded to 62 million Americans. #MentalHealthMatters (via @HHSGov),628,358
2013-06-03 15:16,FACT: #Obamacare expands Medicaid which is currently the largest funder of mental health services in the country. #MentalHealthMatters,889,450
2013-06-04 07:24,Be a part of bringing about real change every day through @OFA. Watch this video: http://OFA.BO/t6G8xR ,358,256
2013-06-04 09:49,". @OFA volunteers agree ""there are too many important issues for us to walk away now."" Get involved: http://OFA.BO/PU8t4L ",291,196
2013-06-04 11:34,As hurricane season begins @SEEC is highlighting the #costsofclimate. How much does inaction cost you? Go here: http://OFA.BO/Bpv7v1 ,348,178
2013-06-04 14:52,It's #NBAFinals time. Who do you like—Heat or Spurs?pic.twitter.com/nr6u8is36H,3178,1969
2013-06-05 09:15,Your voice is as important now as ever. Make sure you are heard in the fight for change: http://OFA.BO/oEJb7j ,540,269
2013-06-05 11:00,Streamlining our visa system will ensure that businesses can hire the best and the brightest. #AmericanStorypic.twitter.com/IDn5GHNYdk,490,463
2013-06-05 12:10,Under #sequester each @_MealsOnWheels program delivers an average of 364 fewer meals per week to seniors in need.http://OFA.BO/fzuvhH ,400,173
2013-06-05 13:12,Success for the next generation starts with early education. Every child deserves a strong start. #PreKForAllpic.twitter.com/cdqOvWUEf1,2136,1180
2013-06-05 13:47,Retweet if you believe in #PreKForAll. The smartest investment we can make as a nation is in our children.,3883,665
2013-06-05 14:30,On #NationalRunningDay Americans across the country are still running #BostonStrong.,1188,630
2013-06-05 15:23,For comprehensive immigration reform to work it must be clear from the outset that there is a pathway to citizenship. —President Obama,896,544
2013-06-06 08:38,Making sure that employers play by the same rules is an essential part of smart comprehensive #ImmigrationReform. http://OFA.BO/W1XFCY ,397,233
2013-06-06 10:37,This is where they want to be. To keep talented entrepreneurs in America #ImmigrationReform is a must. See why:http://OFA.BO/myUTQo ,573,283
2013-06-06 11:43,RT if you agree that providing undocumented immigrants with a fair path to earned citizenship is a must for common-sense #ImmigrationReform.,2760,679
2013-06-06 13:58,Smart #ImmigrationReform will retain talent and help promising foreign graduate students stay in the U.S. Read more: http://OFA.BO/xftnwA ,632,323
2013-06-06 14:51,I want to see a tablet that's the same price as a textbook. —President Obama announcing #ConnectED for students.http://OFA.BO/x55Eu7 ,1358,602
2013-06-06 17:00,In a country where we expect free wifi with our coffee why shouldn't we have it in our schools? —President Obama in North Carolina today,3493,1483
2013-06-07 08:50,The House of Representatives voted yesterday to deport the DREAMers. This is not who we are as a country. #StandWithDREAMers,744,344
2013-06-07 09:00,FACT: Under #ACA insurance companies are required to spend 80-85% of premium dollars on medical care and health care quality improvement.,293,154
2013-06-07 09:04,FACT: In 2012 more than 13 million people received health insurance rebates thanks to Affordable Care Act. #WhatHasObamaCareDoneForMeLately,511,238
2013-06-07 09:08,Insurance companies will have to compete with each other for your business. And that means new choices. —President Obama on #Obamacare,376,209
2013-06-07 09:09,Competition and choice are pushing down costs in the individual market just like the law is designed to do —President Obama on #Obamacare,338,172
2013-06-07 09:13,No matter what every single consumer will be covered by the protections of this law permanently. —President Obama on #Obamacare,389,234
2013-06-07 09:17,Quality care is not something that should be a privilege. It should be a right. —President Obama on #Obamacare #AffordableCareAct,933,424
2013-06-07 09:27,Americans are seeing the benefits of #Obamacare every day. Here are their stories on #WhatHasObamaCareDoneForMeLatelyhttp://OFA.BO/nK1ZGy ,319,190
2013-06-07 11:06,#WhatHasObamaCareDoneForMeLately? More than 71 million Americans now have access to free screenings for mental health problems.,705,437
2013-06-07 11:22,178000 new private-sector jobs in May & 39 straight months of job growth. That's progress but we can't let up now.pic.twitter.com/gUBCQNbUmA,713,442
2013-06-07 11:36,Yesterday 224 members of Congress voted to deport DREAMers. Add your voice and say that you #StandWithDREAMers: http://OFA.BO/HnoXAU ,560,218
2013-06-07 12:27,Retweet if you #StandWithDREAMers. Yesterday's House vote does not represent our values.,1357,283
2013-06-07 12:40,Add your name: Say you #StandWithDREAMers today. http://OFA.BO/BpYmR4  Let's double down in the fight for comprehensive immigration reform.,427,256
2013-06-07 14:00,"#ImmigrationReform could be a ""boon"" for the housing market generating 3 million new home buyers. More via @nytimes:http://OFA.BO/nspk5e ",570,287
2013-06-07 16:28,Have a great weekend everybody.pic.twitter.com/CxZoeGSJ2L,2690,2271
2013-06-08 06:34,In his weekly address President Obama focuses on the start of #ImmigrationReform debate in the Senate. Watch:http://OFA.BO/UVt2Bm ,459,266
2013-06-08 07:00,Big congratulations to all #OFAfellows starting today. Let's get to it.,472,270
2013-06-08 08:17,It's time to double down in the fight for smart immigration reform. Add your name to say you #StandWithDREAMers:http://OFA.BO/R31Tgv ,729,332
2013-06-08 12:32,"President Obama on the American people: ""We have a sense of energy and dynamism and creativity that is not matched anywhere in the world.""",964,507
2013-06-08 16:26,There is not a single issue out there where I look at it and I say we can't make progress —President Obama. Join inhttp://OFA.BO/iKktAw ,1014,615
2013-06-10 09:13,"President Obama on #EqualPay: Our journey isn't over ""until our wives our mothers our daughters can earn a living equal to their efforts.""",1582,670
2013-06-10 09:50,When more women are bringing home the bacon they shouldn’t just be getting a little bit of bacon. —President Obama on #EqualPay,2189,973
2013-06-10 10:17,FACT: The Lilly Ledbetter Fair Pay Act was the first bill signed into law by President Obama. #EqualPaypic.twitter.com/aE5WOLkL5Z,560,606
2013-06-10 10:30,The Paycheck Fairness Act will give women better tools to fight for #EqualPay. It's time for Congress to act.,716,408
2013-06-10 10:50,I want every child to grow up knowing that a woman’s hard work is valued and rewarded just as much as any man’s.—President Obama #EqualPay,4461,1872
2013-06-10 11:22,Retweet if you believe women deserve #EqualPay. No more wage discrimination.,8910,1372
2013-06-10 11:40,An important step: Read about the new US agreement with China to reduce super-pollutants and combat #climate change. http://OFA.BO/vxYeW2 ,695,339
2013-06-10 13:25,Happy to welcome @HillaryClinton to Twitter. Stay tuned for the real #TweetsFromHillary.,2461,1214
